title,review,rating,value,service,location,rooms,cleanliness,sleep_quality,label
Cosy pods- will be booking again,"Stayed in the new camping pods at this site. There are 5 camping pods, each with 2 single beds and have small bedside table with kettle. Very cosy and much comfier than camping! The toilets were less than 10 metres away, and consisted of 2 self contained shower/toilet/ sink. Showers were very good- nice and hot with good power. The pods even came with a large umbrella to save you getting wet if it was raining. There was also 3 cottages and 1 log cabin on site. Site was very dog friendly and the owner even heled remove a tick off my dog!
Location was brilliant- about 3 miles to nearest village Bedgellert either via footpath or 2 miles via road. Lots of pubs/ cafes in Bedgellert and also a good cafe 300m down the road from site. This was also the start of a footpath up Snowdon. If this footpath was too challenging there are lots of nice low level walks around the area.
I would probably not recommend the site to people with young children as it was on a fast road and was also in woodlands so some rough ground and drops but children over about 7 would have a great time playing in the area.
Would definitely recommend it and will be going again",5,5.0,5.0,5.0,5.0,5.0,,OR
Great chalets and pods,"Conveniently located right off the Watkin Path
The place is peaceful, clean, the owner is super nice, very welcoming, and gives good advice.
Catherine and Didier were delighted to spend 3 days there, accepted without reservation and at the last minute our host did everything possible to accommodate us.supets
Don't hesitate, you will be pampered",5,5.0,5.0,5.0,,,,OR
"Great location, great accommodation.","Comfortable, clean and quite. Perfect place to experience Snowdonia. The location is excellent and surrounded by amazing scenery. The facilities are good and the beds were surprisingly comfy. The pods were warm , check in was simple and listening to the sheep is the perfect way to fall asleep and wake up to.",4,,,,,,,OR
Lovely little cabin,"Beautiful area, located alongside stunning scenery. Perfectly for walks and bike rides. 5 minutes away from the gorgeous, little vBeddgelert village. If you really wan to feel disconnected from the world, it's a great place to come",4,,,,,,,OR
"Really enjoyed our stay, a few improvements required.","Stayed here before a few times. Great location. Stayed in a pod, the pods are great. Basic, clean, functional. Really comfortable, reasonably priced.
Improvements required -
Light in the washing up area as very dark at night
Blind to window of the bathroom
Lock sorted on the bathroom door as very very hard to lock the door
Light sensor in actual bathroom not just by main door. Light goes off leaving you in pitch black unable to get light on or see anything.
Lighting along walkway past bathroom block as it was pitch black and hard to see walkway edges.
These things didn’t stop us loving our stay and we’ll def be back.",4,,,,,,,OR
Red Dragon Revisited,"We were looking for a very last minute stay on our way home and were lucky to get the last free pod.
Pods are functional and cosy. A pillow and bottom sheet is provided and we took sleeping bags. 
You can book bedding for an additional cost. Tea and coffee making facilities are available in the pods too. 
Two single beds make the most of the space.
The owner reserved parking for us which was much appreciated as we weren’t arriving until later. Dog friendly spot too. If you’re looking for a timber tent in a fantastic location for a night or two this place is perfect.",4,,,,,,,OR
lovely family getaway,"Anthony very helpful when I realised I had booked the wrong pod and kindly moved us to the family room, we have just got back from from a wonderful week away ending the trip 2 nights at Bryn Dinas with 2 little toddlers and a teenager, everything clean and comfortable in the family room with an ensuite, loved the location the watkin path 5 min walk up the road with a great little cafe on the way, we managed a little bit of the watkin path as far as the waterfalls and little legs could go and such a beautiful walk, we loved the stream opposite for splashing in, Beddgelert 10 mins away not even that zipworld and the beach 30 minute drive, such a beautiful area, we will defo be back, Thank you",4,5.0,4.0,5.0,,,,OR
November Break Sygun Cottage,"Had a lovely 5 day get away with the family which was very much needed.
Had tea, coffee, sugar and milk provided for when we turned up, which was very much appreciated after a 5 1/2 hour drive.
The cottage was cosy, clean and comfortable for all 4 of us. Beautifully set in the mountain side just before the Watkin path if you was coming in from Beddgelert. Was perfect for our 5 day get away and can't wait to book again.",4,,,,,,,OR
Great budget accommodation,"Amazing location - near to Beddgelert (cracking ice-cream shop), Snowdonia trails, Watkin Falls & Pools and Sygun copper mine as well as fresh water lakes. Friendly, helpful staff. We stayed in the larger cabin, which was well equipped and comfortable. The kids loved it - good time had by all!!",4,,,,,,,OR
Lovely little getaway,"Booked this last minute for a few nights away. Really enjoyed our stay , we were worried it might be a bit cold in February but the pods were very cosy and warm. Bathrooms were spacious and heated. Great base for walks .",4,,,,,,,OR
Glamping in Snowdonia,"Lovely little camping pods in the most beautiful location. Very clean, great facilities and attention to detail. Great shower! Very near two lakes which are amazing for swimming, and several great hikes. They're taking Covid-19 very seriously and have all procedures in place. I would only say the beds aren't super comfortable if you are a larger adult, and because you're in the forest the midges are incessant in the evenings, so bring bug spray/citronella to keep them at bay. A lovely place all round!",4,,,,,,,OR
Great Holiday,"Me and my partner visited recently and arrived late at night. The pod was easy to find only a short walk away from the car. The pod was also lovely and warm when we entered with fresh linen on the bed. It's set in a great location which is a few minutes from the start of the watkin path to the peak of snowden. There is also a cafe a minutes walk away which does amazing food. Overall very happy with our visit, the only reason for a 4 rating was that the showers weren't working when we first arrived but after letting Claire know they were fixed promptly. Showers were clean and exactly what we needed after a day of hiking",4,,,,,,,OR
Cmfortable pods with great access to Snowdon,"I stayed for 3 nights this November and was the only guest, so it was very quiet. The booking process was efficient and check-in very straightforward. The Pod was clean and comfortably furnished with a little electric heater that kept it nice and warm. All the facilities were clean and as described on the website.Easy access to Watkin Path for Snowdon. If all the pods were occupied I think the bathrooms, kitchenette and washup could easily be overcrowded. The pods are quite near he road so expect some traffic noise. Not a problem in November.",4,4.0,4.0,,,5.0,,OR
Perfect for hiking,"A very cute and cosy accommodation, great access to Watkin path and bus to Pen-y-pass plus a two minute walk to one of the best cafes in Snowdonia - Caffi Gwynant!
Only gripe is that the pod felt a little damp for various understandable reasons. Although the pod does have heating and the showers are amazing!",4,,,,,,,OR
Very spacious and comfortable cottage,"8 of us stayed here for a family break and it was ideal in terms of location for Snowden and the Zip World centres. The village is lovely and there were plenty of very good places to eat.
The cottage is very well equipped for self catering and the rooms are comfortable and the bathrooms spotless and modern.
There is a communal cabin with tables and chairs where WiFi works better.
We would recommend staying here as it was very good value for money and comfortable.",4,,,,,,,OR
Beautiful place to stay,"A great place to lay your head after exploring the hills and beauty og Snowdonia and Beddgelert. Great facilities onsite, with bathrooms, kitchenette and a community room along with cosy pods with great views at a good price.",4,,,,,,,OR
Great Almost-Camping Experience,"This place is a great alternative to camping. The location is great for hiking around Snowdon, we even did a nice little walk to nearby Beddgelert which is adorable. The pods are nice, and stayed very warm during our October stay. The toilets are very nice and clean and the washing machine was a great addition. Unfortunately I have a bad back and did not realize the beds in the pods were foam pads. Knowing this I would come prepared with more padding next time, and would happily stay here again.",4,5.0,,,4.0,,3.0,OR
Great overnight stay,"We stayed here in October just as a stop off before we climbed Snowdon.
These pods are a great idea, there was three of us so we stayed in a larger room. There isn't a ton of space, only one person at a time can really manoeuvre around but once we'd worked that out it wasn't a huge issue.
I'm not a fan of communal toilets so that was the only downside for me but it's not the sort of venue where you have an ensuite! My brother booked the pods so I wasn't fully aware of what to expect until I got there!
It's in a beautiful area, the road is quiet at night time and we all slept really well.
I would definitely stay again if I was in the area!",4,,,,,,,OR
Nearly perfect,"This is our first time staying in a camping pod and we wanted a night in Snowdonia rather than travelling to/from home each day, There was myself, my wife and our dog.

As there were no pods available we were offered the bunk room which afforded us more space and I thought this was a nice gesture.

The location is amazing, close to two lakes and a few miles takes you into Beddgelert.

What we loved:

We had a great nights sleep
The bunk room was great, space to keep bags and a small dog crate
Fantastic views
Kettle and microwave for making a brew and warming up food
Community room was great with maps, leaflets and a laptop
Plenty of bathrooms, warm and powerful showers, heated towel rail and bath mats.
What we feel could be improved:
There are spoons and forks but no knives
Providing a few plates / bowls would have been appreciated
There were wine glasses in the room but no tumblers
Staff ranged from friendly to indifferent, the person whom I handed the key to on the final day - how about asking how was your guests stay or saying goodbye. Small touches mean a lot!
There was lots about this place we loved but it felt like it just needs a few tweaks to be perfect. I'd say the biggest is providing a few basics for the guests as going off the website it isn't always clear what you do or do not need to bring. There are cups for a hot drink but not a plate to put your food on. Most definitely is to ensure all of the staff on site make your guests feel valued and welcomed, it's a basic of hospitality. We left without feeling welcome or encouraged to return.
That said I would stay here again just for the comfort and the location, everywhere we wanted to go to was under an hour away including trips to Anglesey, Abersoch and Barmouth.",4,,2.0,5.0,,,5.0,OR
Couple days in Snowdonia,"Red Dragon camping pods or Bryn Dinas Glamping as it's also called was a delight. Excellent location right at the foot of Snowdon and a quirky little pod with a comfy bed, clean showers & toilets and a BBQ area if you don't want to eat out all the time.",4,,,,,,,OR
Cottage living in Snowdonia,"Had a long if great run into North Wales from the flat plains of East Anglia, traveling with our own venerable octogenarian, who snoozed less then my other half along the drive . We were bound for Snowdonia as guests at my cousins wedding and we had a lovely time. We took over a booking at Red Dragon of one of the smaller cottages. It was very homely and comfortable and well prepared for on our arrival complete with flowers, a bottle of wine, a pint of Milk, bread and enough tea and coffee to start our holiday. Beds were ready, towels provided. We stayed for three nights plus one extra cause it was so nice! Few things to point out, on arrival you will be given a key code to access your key to open the door. We stayed in Sygun which is essentially a two up property, typical of its era the staircase is short and steep, which is OK but if you have someone older or less able it is a bit - well step. Equally I don’t think I’d like to carry a little one upstairs to bed. There is a shared drive which you can park on – but it is first come first served. There is also verge parking but watch the road in the dark when alighting. It is pretty quiet but sleeping in the front room with the window open did wake me up early morning as a car went by. Closed the window and it was fine! TV is a bit weather dependent, but it works with plenty of satellite channels. WiFi is a £5 extra and worked most days, was hit and miss one day? Laundry is on site if you need it and they ask that you strip the beds on day of departure and leave bedding on the end of your respective beds. Iron and Ironing board is also on site near the Glamping Pods. By all accounts It’s a very nice place to stay, with a pleasant country décor to match. Everything is available in the kitchen to prepare a meal and / or breakfast. Each bedroom is en suite but no downstairs WC in Sygun, lastly the second bedroom had bunkbeds rather then a traditional bed. We would visit again but for comfort value would like to stay in the Snowdon cottage mainly for the easier staircase in our case. PS first time in Wales will post some other reviews later, good village nearby is Beddgelert and you will find some good eateries, take a rain coat and enjoy stunning vistas.",4,,4.0,,,4.0,4.0,OR
Good spot for bunking down. If you want to be off the grid.,"These are great little pods that sleep two people. Me and my son stayed in one in Jul 17. Cozy, No frills, good clean communal ablutions block. washing and drying facilities.
We paid for the package with wifi, but that was non existent. It was like being on dial up. I would suppose its ok, but when you want to get updates on weather conditions etc, its not the best. I would recommend this place as a great stop for some serious hill-walking. Back to basics and located right next to a busy road. I will come back again but would ensure that i got any info updates i needed before i arrived.",4,3.0,3.0,3.0,,,,OR
Great little place in an amazing location,"I stayed for one night in the pods whilst walking in the surrounding mountains and I was very impressed. We arrived fairly late to find the key to our pod hanging outside along with a post-it note with my name on it. The pod was warm, which was a great surprise and the showers/kitchen/laundry room was all perfect. Considering the amazing location the price was very acceptable and I shall definitely visit again if I'm in need of accommodation in this area. The only negative point I can make is that the mattress and pillow were slightly uncomfortable but then I am a very fussy sleeper.",4,,3.0,5.0,,,4.0,OR
Serves its purpose,"My partner and I used red dragon holidays for our planned climb up Snowdon. We stayed in one of the camping pods, ours was the one closest to the road. At first I thought this would be a problem, but actually it wasn't, it was perfectly fine! You have access to clean toilets and showers, use of a fridge, microwave, kettle and toaster in communal areas. In the pod its self there is two single beds, a kettle (ours didn't work?) plates, mugs, cutlery, hair dryer and bottle opener. The grounds are well kept, and really nice on an evening to relax. Wifi was £2 a night we stayed, it wasn't great, but it was £2 so what do you expect? Would we come back? Yes, but I would upgrade and stay in either a bigger pod, or in the cottage.",4,,,,,,,OR
Great!,"Stayed for one night, used booking.com..very easy. The pods are small, and clean, perfect for 2 people on a short stay. Surprised they were close to the road, and the parking is on the verge of the road. It wasn't a problem though at all. Inside the pod is a proper divan single bed, with under-storage. A little heater, lamp, kettle, mugs, tea and coffee. Coat hooks etc...A wallet containing 'things to do'. Outside there are communal benches and a little BBQ area. There is a covered area which has a fridge, toaster, microwave and kettle. An outside undercover wash-up area! The washrooms - 2 rooms with shower, toilet and sink and there is a seperate toilet and sink area, all lockable, clean and private. There is an area with an airer where you can put your towel to dry, and a basket of 'used' toiletries left by previous guests..genius! The whole area feels safe, and as with most 'camping' experiences most people that were staying whilst we were there were respectful of others/friendly and chatty! Wifi is available for £2/pod, recommended! We met Claire the owner and she was helpful and knowledgeable of the area, after discussing some walks and looking at our map, we decided on the waterfall walk (following the Watkin Path, 300yards from the pod). As she suggested, do call in to the Caffi Gwynant just along on the main road for homemade everything!!
We will return to these pods at some stage.. Great location and a fun way to spend the night in a beautiful location!
Thanks very much!",4,4.0,4.0,4.0,,,,OR
Enjoyable stay,Stayed here for one night. The Pods were very clean and although small inside they were good for a short stay. It is close to the road but I can't say that this was noticeable from a noise perspetive in either the evening or early morning. The showers were clean and there was plenty of hot water. There are a couple of fridges and microwaves in the communal areas which are useful. Weather was good and we really enjoyed our stay.,4,,,,,,,OR
Excellent place to stay,"We stayed for a few nights through the week when visiting family. The area is beautiful & the staff were extremely helpful. We stayed in one of the glamping pods which was clean and cosy with excellent facilities. We stayed with our dog (8 months old) & he was very happy & settled during our stay. Only tiny issue we had was getting eaten by the midges which seemed to be attracted to the light outside the door at night but really that's a part of the camping experience isn't it!
Would definitely recommend, such a beautiful part of the country.",4,,,,,,,OR
Snowdon hike,"Pod was clean , bright and surprisingly roomy for two. Came with crockery, weaponry , hairdryer and kettle, tea, coffee and an umbrella! Shower rooms , lovely and clean, plenty of hot water and a power shower.
Plenty of room in fridge for everyone, free wifi in mess room with computer for guests use, helps as no signal for phones - which was superb.
300yards from Watkins route to Snowdon - came down this way - not for the feint hearted. Bus stop 5 mins walk , great for the Snowdon bus ( stops off at every path) and cheap.
Look out over river and sheep
Will defiantly go back",4,,3.0,,,4.0,4.0,OR
Perfect stop for climbing Snowdon,"We stayed in one of the camping nights for one night, before climbing Snowdon the next day.
The pods were very cosy and had everything we needed, with great facilities!
Probably wouldn't stay for an extended period time (just due to lack of space) but it was ideal for a stopover and we both had a good nights sleep before the climb.
Brilliant value!",4,5.0,4.0,,,,4.0,OR
Great spot to spend a night,This accommodation is best suited to younger people or hikers requiring over night accommodation. The facilities are very good. Everything is neat and very clean. Bedding can be requested at an additional cost. Parking is on the verge. This is not far from Beddgellert where there are great restaurants.,4,,4.0,4.0,4.0,,,OR
Ideal place for exploring snowdonia,We stayed here for one night sat 13th and the pod we booked was really comfy with proper single beds! It was snug and warm and very clean. the wash block was equally as good with good showers. My only criticism would be that the kitchen hut would not be big enough if all the pods were being used and a small cooker would be ideal. We took a small gas stove which was a good thing as we didn't Find the second combi/microwave in the outside washing up area until after we had eaten! But everything else had been thoughtfully catered for. Even though it is situated on the roadside it was so quiet in the evening and we got a good nights sleep after a long walk up the Watkin path to snowdonia then a few drinks at the pub and returning for homemade chilli and a couple of bottles of wine!! Would definitely come again!,4,5.0,4.0,,,,5.0,OR
Glamp in the serenity of the woodlands without the fuss!,"These fab little pods are such a cool alternative, ideal for anyone who loves the idea of camping in the great outdoors, but not the wiping your bottom on a leaf part! They are heated, have electricity, wifi (extra £2 charge), have 2 very comfortable beds, (always a better alternative to grass), and also basic cutlery and dishes. A kitchenette, (microwave/fridge) and bathroom/toilet are just a few yards away. They have lights and are heated so you wont have to worry if your sharing a shower with a big spider!
The only downside I found was that they are about 3miles away from the 'local' pub/restaurant in Beddgelert and the only taxi that will pick up charges £20 one way. This is in no way the campsites fault, but if you fancy a drink and late night nibbles...make sure you bring your own booze & food. However, there is a local cafe about 300yards down the road that does food and drinks until about 5pm.
Staff were all friendly and helpful and I cant wait to stay again. Thank you x",4,,3.0,5.0,,5.0,,OR
Short Break to climb Snowdon,"We stayed at the camping pods from April 20th until the 22nd. We chose this site based upon its proximity to Snowdon and the walking paths. We went up the Pyg track which is only a 10 min drive, there are nearer tracks you can go up from this site and some are easily within walking distance, if you don't want to take your car there is a bus stop right outside too.
The site doesn't have dedicated parking but there is a bit of a pull in come lay by which is sufficent to clear your car of the road which is only a very quiet one anyway, there was probably less than 10 cars an hour.
The pods were all ready for our arrival and the communication throughout the booking process was great. The pods were clean and warm and had 2 single beds, tea + coffee making, plug sockets and lighting. They are basic but a step up from having to pitch your tent up if your unsure of the weather.
The site facilities include small kitchen with fridge, kettle, toaster and microwave and is sufficient for what you need. The shower are toilet area is lovely, far superior to what I expected and what I have had at much larger and expensive sites. Really clean, bright, warm and the shower was Hot and powerful!.
During our stay, the radiators were on 24/7 and as I ended up with drenced footwear on our first day it was handy to hang my trainers on the radiator to dry overnight.
I would recommend this site for a short stay, couple of local pubs 5 mins away, everywhere seemed dog friendly. Many thanks!",4,,4.0,4.0,,,,OR
Glan Dinas,"We stayed in Glan Dinas for 3 nights. We pre-ordered our groceries from Tesco on line and they were waiting for us when we arrived. The dairy items had been put away in the fridge - thanks to Red Dragon staff for that. The accommodation was excellent and ideal for visiting the Snowdon area. It was a pleasure to arrive back after a day's walking as it was comfortable and homely. On one occasion we were damp and cold and it was a delight to be able to light a log fire to warm us up. It is good that dogs are accepted, it makes a real difference. . I don't think I have ever stayed in self catering accommodation that is so well equipped. Glan Dinas has a view of the lake from each bedroom and a pleasant garden. Highly recommended.",4,,,,5.0,,5.0,OR
Maple log Cabin,"Just returned home from 5 days in the log cabin! Where to start.. As mentioned before, bread/milk etc on arrival was welcomed and appreciated. It has all you could need for a small cabin, short break. Really clean and tidy. Lovely fluffy pillows and duvet were lovely and the hot water bottles were well used by me! It had a ps2, games, and a few dvd's. Also freeview (not that we stayed in the cabin much)
A great variety of cooking utensils, saucepans, washing up liquid etc. Also knives and chopping boards etc. Clean towels and tea towels also!
The two girls absolutely loved sleeping up in the roof, via a ladder. Our youngest didn't ever want to leave!
Will love to return and upgrade to the biggest cottage. Had a little look around... STUNNING!
The only one thing as a family we needed more of was storage, however, it didn't spoil our stay in anyway!
It seems that whatever you need is available if you just ask. We didn't need anything!",4,5.0,5.0,,,5.0,,OR
Dies as it says in the tin,"My husband and I stayed here for one night. Pods were comfortable and warm on arrival. Good information packs provided by the Owners.
There are 2 showers in total, 1 of which was out of order (we weren't affected by this and at no point had to wait for the shower).
Although again we were not affected, the parking could be an issue as you have to park on the roadside verge. Being so close to the road you can hear the traffic but again not enough in my opinion for it to become an issue.
Covers all basic needs and is an ideal location for accessing Snowdon.
We would definitely stay again.",4,5.0,4.0,5.0,4.0,4.0,,OR
Glamping! The glamorous way to go camping,"A friend and myself wanted to go and see the beautiful Mount Snowden in Wales. We decided that we wanted a nearby, inexpensive and cosy place to crash for the night as we had first planned a waterfall walk in the Brecon Beacons on our way to Mount Snowden that day.

I didn't really expect what we were about to drive into but after a long long walk around the Brecon Beacons I must say we were pleasantly surprised on our arrival at these lovely ''glamping'' pods. Firstly the pods are situated along a road but the road was in such a remote area of Wales that you would only maybe have one or two cars drive by every hour or so - and at night I didn't even notice any at all. The pods themselves are small, clean, cosy and warm and come with complimentary teas, coffee, biscuits and a tiny heater that is perfect for keeping you warm at night. There are two single beds, quite stiff mattresses with lovely soft pillows and duvet covers.
There are also two bathrooms with showers in a single separate facility within 5 metres of the pods. There is a communal area too however as we arrived quite late we didn't end up using it. The only thing I can fault here is that if you arrive late the service is limited from the vendors and we couldn't get things like clean towels or an extra pillow, etc. but you can request these extras before you arrive. Other than that perfect and what a great idea!
We weren't able to hike up Mount Snowden that weekend as I had twisted my ankle clambering up a waterfall in the Brecon Beacons but I will be going back and and will certainly be booking these lovely camping pods again.",4,5.0,4.0,,5.0,,,OR
Location is a winner,"If you are looking for a bed for a few nights on a trekking holiday then I would definitely recommend Bryn Dinas. The location is perfect for hiking up Mount Snowdon, and various other activities in the area. Bryn Dinas is located very close to the 'Watkin path' up Snowdon, which at first we thought was great, however be warned..upon further investigation we found that Watkin path is a pretty dangerous route, so make sure you do your research! We walked the Pyg Track which is still within short driving distance. Some beautiful views, the location really is the winner for this place. If you are scared of being far away from civilization, you will be pleased to know that not too far away about 20-30 mins drive there is a small town with Tesco and other little shops and restaurants. We stopped off at a very tasty fish and chip shop. The pods are nice and cosy; the heater, electric supply, kettle and lights are very useful. Each pod comes with pots and cutlery, and a few other bits like coffee, tea and milk pots. There are some basic services including microwave, fridge, toaster, kitchen sink, and laundry facilities. The bathroom facilities were not too great, the water was warm (as long as nobody else turned a tap on) however I didn't feel like they were very clean. If you are looking for basic, budget place to stay and won't be spending long at the camp, then these are ideal. I recommend taking your own sleeping bags and towels. Thank you Bryn Dinas for our stay. The staff were very friendly and helpful when booking and upon arrival. For my first stay in a camping pod and not knowing what to expect, I can say it was a pleasant stay, it was exciting and fun, but I don't think I could stay longer than a few days, I missed the luxuries too much!",4,4.0,3.0,,,2.0,,OR
Great base for exploring Snowdonia!,"I stayed in one of the camping pods for 3 nights as a base for exploring and climbing Snowdon.
Our arrival was a smooth process and constant contact with the owner had ensured we had all the info we needed. We arrived with our own food (nearest supermarket is 9 miles away) and set up base. The pods are surprisingly roomy for two people, bed linen, kettle and kitchenette area were all clean as were the shower block.
The village of Beddgelert was lovely, a few nice places to eat in the evening, not too far a drive back either.
All in all it was a great place to stay on a budget to explore the local surroundings. We will definitely stay here if visiting the area again!",4,5.0,4.0,4.0,4.0,4.0,,OR
Staying at the Red Dragon site.,"A fab stay at the Red Dragon pod, Harlech castle. Claire was extremely pleasant and very helpful. We had all the facilities we needed. The site was very accessible to key areas in the region such as Beddgelert, Llanberis and Porthmadog. We would definitely recommend this site to others.",4,,,,,,,OR
Chilled week,"Stayed in Maple Lodge cabin. Very lucky with the weather - it was beautiful. A small but cosy cabin. TV available. Double bed and two singles in roof area. We didn't use the roof bedroom area.
Claire, the owner, is one of the most helpful accommodation owners I have ever met. What a star ! Next time I think would like to stay in one of the stone cottages. Would love to stay there again. The pods looked like fun !
Great amenities - wifi £10 for week. Iron , ironing board Washing machine available. Microwave on site. No mobile phone signal. However, pay phone on site.
Thank you Claire for all your help - it was very much appreciated.",4,,,,,,,OR
Great location and value for money,Very clean site with great facilities. We stayed for 2 nights and our sole purpose for visiting was to walk to the summit of Mount Snowdon. The pods were in a great location for starting the Watkins Walk up to Mount Snowdon. We also visited Porthmadog as it wasn't very far away. Would definitely stay again - one thing to watch out for is the midges. There was a lot about and it made sitting outside very difficult.,4,5.0,5.0,5.0,5.0,5.0,5.0,OR
Great place to stay,"We stayed for 2 nights as we were climbing Snowdon for charity, pods were clean comfortable great showers & had everything you needed, Llanberis is about 20 minutes drive away where there are a few pubs & eating places to choose from. Hoping to return next year as we really enjoyed staying here.",4,,,,,,,OR
"Small, simple, wonderful","Stayed in Maple Lodge, June 2014. Three adults stayed - 2 in the loft, plus one dog. We were greeted with a welcome pack including milk, bread and a bottle of red wine. Claire had e- mailed us all the details we needed plus to let us know where the key would be to let us into the cabin! During the stay there was absolutely no pressure from anyone which made it a relaxing and quiet break for us. Other guests were in the pods and main house but all felt private and 'easy' . Bedgellert had pubs and cafés, shops and tourist information. We walked up the Watkins path which was fantastic and especially so only being minutes from the lodge. Would love to return as I know the lodge is a comfortable place to stay with all the basics you need, plus more to do than I'd given it time for!",4,,,,,,,OR
Great facilities & location,"Whilst it's not exactly 'glamping', Red Dragon have good facilities in a great location at a bargain price. The pods are perfect for a few nights stay, were warm and clean and well set up.
If you want to be less than 5 minutes walk from the Watkins path up Snowdon, stay here.",4,5.0,5.0,5.0,4.0,5.0,3.0,OR
Great time glamping at Red Dragon...,"We only found the camping pods at Red Dragon upon driving past whilst looking for a B&B that night. Claire was more than accommodating and prepared out pod within 30 minutes of us phoning. Glad we found it - was great fun, pods lovely and warm and very clean, nice to come back to a cup of tea too and had a goods night sleep! Shared toilet and shower facilities were very clean. Handy pack of information in the pod too.
Being someone who like their luxuries this is more 'glamping' than camping - I loved it! We are already planning our next visit later in the year.",4,3.0,5.0,4.0,4.0,4.0,4.0,OR
Great value,"We spent 1 night in a pod as a base to head up the Watkin Path. We were given a warm & helpful welcome, being quickly shown where all of the amenities were (this takes 2 mins as the site is tiny), before depositing our gear in our pod (Beaumaris). The pod itself was clean, warm & comfortable and, at £36 per night, considerably better value than many local B&Bs. Unlike some other pod designs, there is ample standing room and the beds are ""real"" beds.
As advertised, access to the Watkin Path up Snowdon is 5 mins walk away & the site itself is very easy to find, being right on the main road from Betws y Coed to Beddgelert. The availability of a tumble dryer (£1) was most welcome (if you've ever tried to climb Snowdon in October you may understand why).
We, having failed in our Snowdon objective, decided to walk to Beddgelert for a pint & a bite to eat. Buses are few & far between at this time of year. The walk is pleasant & takes about 45 mins but, as you'd expect on country lanes, it's important to be aware of traffic, especially if returning after dark as we did (take a torch).",4,4.0,4.0,5.0,4.0,4.0,4.0,OR
Tryfan Cottage,"We had a lovely stay at Tryfan Cottage at the end of June. The cottage was lovely and cosy and provided plenty of accommodation for the four of us (all adults). After a long hike, the hot water, comfy sofa's and delightful bed was just what was needed.
We were pleasantly surprised by our little welcome gifts after a long drive to Snowdonia (we won't spoil the surprise).
We would highly recommend this accommodation for Snowdonia and fulfilling our childhood wishes to see Gelert's grave. There is also plenty of places to eat/drink close by in Beddgelert.",4,4.0,4.0,4.0,4.0,4.0,4.0,OR
Glamping in the mountains,"These camping pods are ideal if you are not too keen on hard core camping. The pod has 2 single beds, and plates and cups are provided. Although you can also drive into the village for pub food.
The location is quite handy if you want to go up Snowdon.
There are two showers to share and the these are good showers. I do love a good pressured shower to get my day started!!
You can also pay for bedding or use your own sleeping bag and pay less. Prices are really reasonable! There is a communal area, outside seating, kitchen if you wish to cook. Everything you need really. Also lots of information on things to do is provided and dogs are allowed.
Claire is also very nice and helpful when booking.",4,,,,,,,OR
Very poor owner's attitude,"We had to endure one night of the pod door swinging open and banging in the stormy night, so I think it would have been reasonable to get a discount, even £10, even though it was fixed the next day, we still had to endure that night. We had a great holiday, so don't let this stop you booking. You probably won't have to deal with the owner. The staff were lovely, and helpful. Nice bathroom, shared with one other pod, a shared kitchen sink with washing up stuff provided. Could have done with more hooks and shelves, and a bedside cabinet with storage space underneath, and pillow cases that fitted the pillows, and a bed where both the sliding doors slid, and a kinder more polite attitude when dealing with complaints.",3,,2.0,,3.0,5.0,,OR
Disappointed,"When I booked the log cabin it looked to be separate from other pods with a fair bit of space around it. However it wasn't the case. They have put more pods there and a reception shed since photo was taken. It was very close to the road and parking was on the roadside so in peak season be aware that Snowdon hikers will be parking there as well.
The bathroom was not cleaned very well, blood under the toilet seat and on the woodwork. Dirt in the glasses in the cupboard.
The pod needs rearranging again to have the couch facing the TV as it wasn't comfortable. We went out from 7am to 5pm hiking and walking around and watching the TV on return with a beer wasn't great. No I don't go away to watch TV but its nice to relax after 10 mile walk.
Shame there is no where within the site to let dog go to toilet. However it's just a walk out to the roadside.
Can't comment on staff as we saw none.
Apart from the road it is nicely located.
Beddgelert was OK. Not tourist or dog friendly bar pizza place and Saracens. Either places didn't accept dogs or they weren't doing food because of covid and they had no chefs.
All in all I was disappointed at the cost of the log cabin.",3,,,,,,,OR
Average,"Our stay at the cottages was average. The cottage was lovely and there was everything that we needed and more. They have left us with tea coffee milk and bread. There were some disappointments. The bathroom wasn't as clean and smelt of damp. It could probably do with a revamp. The shower in the ensuite was broken and so it couldn't be used. They had left rotting flowers in the kitchen set the tone for the start of the holiday. The cottage could also do with a more up to date TV. It did remind us being back in the 00s.
The rest of the cottage was clean and we enjoyed our stay overall.",3,,,,,,,OR
Weekend stay,"I booked this stay as a Christmas present for my boyfriend as we were also visiting bounce below.
This site is in a great location, opposite the local sheep and a large lake you can walk around as well as a short walk away from an unique little cafe. The views near by were spectacular!
There states to be two kitchens at this site however one of which was not appealing, with there being no door and being very small it didn't look very safe.
As well as this I believe the bathrooms could be improved by fully parting them as they are currently open at the top which I felt wasn't private enough.
This being said overall it's a perfect place to lay your head for a few nights while adventuring!",3,,,,,,,OR
Pods,"just returned from a 4 night stay - what a beautiful location! Centrally located between Llanberis (30 mins) and Porthmadog (30 mins) it is an ideal base for exploring the area. The pods were small but clean, well equipped and comfortable. The showers and kitchen/laundry facilities are close by, and also clean and well equipped. The only drawback we found was that the pods are really close together, ideal if you have a large group (up to ten), but not really for people travelling separately. Also, close to the main road, but couldn't really say that we heard much noise. Luckily, we had a good group of people to share the evenings with. We would definitely use this site again, but maybe for one or two nights rather than 4.",3,4.0,5.0,3.0,4.0,4.0,4.0,OR
